year_of_filing,state,sector,dispute_type,claim_amount_slab,claim_amount_numeric,respondent_type,delay_days,has_written_contract,has_purchase_order,has_delivery_challan,num_invoices_submitted,doc_completeness_score,claimant_udyam_age_months,prior_cases_filed,case_status,resolution_days
2025,Delhi,Auto Components,Partial Payment,1-10 Lakh,500000,Private Large Corp,334,1,1,1,6,0.7,16,0,Mutually Settled,27.0
2025,Tamil Nadu,Manufacturing,Non-Payment,1-10 Lakh,500000,Govt Department,183,1,1,1,5,0.87,32,0,Mutually Settled,144.0
2024,Karnataka,Construction,Non-Payment,Below 1 Lakh,50000,PSU,496,0,1,0,7,0.89,7,0,Disposed - In Favour of Claimant,535.0
2023,Karnataka,Engineering & Fabrication,Partial Payment,10-50 Lakh,3000000,Private SME,356,0,1,1,13,0.75,44,0,Mutually Settled,67.0
2023,Odisha,Textile & Apparel,Non-Payment,1-10 Lakh,500000,Private SME,602,0,1,1,5,0.87,47,0,Mutually Settled,27.0
2022,Karnataka,Textile & Apparel,Non-Payment,1-10 Lakh,500000,Private Large Corp,232,1,1,1,8,0.88,81,2,Mutually Settled,74.0
2022,Delhi,Manufacturing,Non-Payment,50 Lakh - 1 Crore,7500000,PSU,332,1,0,1,12,0.72,5,1,Disposed - In Favour of Claimant,138.0
2023,Uttar Pradesh,Printing & Packaging,Non-Payment,Below 1 Lakh,50000,Private Large Corp,514,1,1,0,1,0.53,63,0,Mutually Settled,53.0
2023,Jharkhand,Auto Components,Contract Breach,50 Lakh - 1 Crore,7500000,PSU,517,1,1,1,10,0.75,12,1,Mutually Settled,100.0
2018,Madhya Pradesh,Textile & Apparel,Payment After Due Date,Below 1 Lakh,50000,Govt Department,680,1,1,1,4,0.5,90,1,Mutually Settled,56.0
2020,Tamil Nadu,Construction,Partial Payment,Above 1 Crore,15000000,Private Large Corp,133,1,1,0,4,0.57,72,0,Converted to Case - Pending,
2025,Andhra Pradesh,Engineering & Fabrication,Quality Dispute Leading to Non-Payment,1-10 Lakh,500000,Private SME,481,1,0,1,14,0.73,9,3,Mutually Settled,103.0
2021,Uttar Pradesh,Manufacturing,Partial Payment,Below 1 Lakh,50000,Private Large Corp,183,1,0,0,2,0.63,96,1,Disposed - In Favour of Claimant,592.0
2020,Telangana,Printing & Packaging,Payment After Due Date,10-50 Lakh,3000000,Private Large Corp,819,1,1,1,9,0.91,44,0,Mutually Settled,67.0
2021,Telangana,Printing & Packaging,Non-Payment,50 Lakh - 1 Crore,7500000,Private Large Corp,777,1,1,1,7,0.52,22,2,Disposed - In Favour of Claimant,348.0
2020,Gujarat,IT & Software Services,Partial Payment,1-10 Lakh,500000,Private Large Corp,686,1,1,1,1,0.22,46,2,Rejected,117.0
2018,Haryana,Engineering & Fabrication,Non-Payment,10-50 Lakh,3000000,PSU,807,1,1,0,7,0.91,8,0,Mutually Settled,32.0
2020,Tamil Nadu,Construction,Non-Payment,Above 1 Crore,15000000,Private Large Corp,409,1,1,0,10,0.66,56,0,Converted to Case - Pending,
2023,Tamil Nadu,Textile & Apparel,Non-Payment,1-10 Lakh,500000,CPSE,887,1,0,1,6,0.67,28,0,Mutually Settled,105.0
2020,Tamil Nadu,IT & Software Services,Non-Payment,50 Lakh - 1 Crore,7500000,CPSE,162,1,1,1,13,0.49,116,1,Mutually Settled,51.0
2023,West Bengal,Pharma & Chemicals,Non-Payment,1-10 Lakh,500000,PSU,892,1,1,1,1,0.27,73,0,Mutually Settled,50.0
2019,Gujarat,Construction,Non-Payment,1-10 Lakh,500000,PSU,507,1,1,1,6,0.49,47,0,Mutually Settled,45.0
2018,Maharashtra,Auto Components,Payment After Due Date,1-10 Lakh,500000,CPSE,108,1,0,1,9,0.76,35,1,Mutually Settled,94.0
2024,Haryana,Engineering & Fabrication,Non-Payment,1-10 Lakh,500000,Private SME,119,1,1,0,14,0.61,21,1,Disposed - In Favour of Claimant,547.0
2023,Gujarat,Manufacturing,Payment After Due Date,Below 1 Lakh,50000,Private Large Corp,519,1,0,1,2,0.58,33,0,Disposed - In Favour of Claimant,593.0
2023,Maharashtra,Textile & Apparel,Partial Payment,1-10 Lakh,500000,Private SME,427,0,1,0,4,0.31,70,0,Rejected,30.0
2018,Gujarat,Pharma & Chemicals,Partial Payment,1-10 Lakh,500000,Private Large Corp,65,1,1,0,8,1.0,48,1,Mutually Settled,87.0
2020,Uttar Pradesh,Auto Components,Non-Payment,10-50 Lakh,3000000,PSU,74,1,1,1,7,0.64,74,0,Disposed - In Favour of Claimant,660.0
2024,Rajasthan,Manufacturing,Quality Dispute Leading to Non-Payment,10-50 Lakh,3000000,PSU,207,0,1,1,13,1.0,54,0,Mutually Settled,51.0
2019,Maharashtra,Textile & Apparel,Non-Payment,10-50 Lakh,3000000,Govt Department,751,1,1,0,4,0.72,78,1,Mutually Settled,28.0
2024,Uttarakhand,Electrical & Electronics,Partial Payment,1-10 Lakh,500000,Private Large Corp,751,1,1,1,8,0.96,104,0,Mutually Settled,107.0
2022,Haryana,Electrical & Electronics,Partial Payment,Above 1 Crore,15000000,Private Large Corp,687,1,1,1,9,0.51,2,1,Mutually Settled,16.0
2023,Tamil Nadu,Printing & Packaging,Non-Payment,1-10 Lakh,500000,Private SME,867,1,1,0,6,0.35,33,1,Disposed - In Favour of Claimant,348.0
2023,Tamil Nadu,Pharma & Chemicals,Non-Payment,1-10 Lakh,500000,Private SME,319,1,1,0,6,0.61,103,3,Mutually Settled,41.0
2021,Rajasthan,Pharma & Chemicals,Non-Payment,10-50 Lakh,3000000,PSU,794,1,0,1,1,0.76,16,0,Mutually Settled,20.0
2020,Punjab,Electrical & Electronics,Quality Dispute Leading to Non-Payment,10-50 Lakh,3000000,Govt Department,766,1,1,0,3,0.78,50,1,Disposed - In Favour of Claimant,638.0
2023,Gujarat,IT & Software Services,Payment After Due Date,Below 1 Lakh,50000,Govt Department,331,1,1,1,6,0.73,20,0,Mutually Settled,123.0
2024,Gujarat,IT & Software Services,Quality Dispute Leading to Non-Payment,1-10 Lakh,500000,PSU,309,1,1,1,7,1.0,67,0,Mutually Settled,27.0
2018,Andhra Pradesh,Printing & Packaging,Non-Payment,50 Lakh - 1 Crore,7500000,Private Large Corp,727,1,1,0,6,0.73,118,0,Mutually Settled,30.0
2021,Tamil Nadu,Textile & Apparel,Non-Payment,1-10 Lakh,500000,PSU,795,0,1,1,4,0.59,45,1,Mutually Settled,126.0
2021,Uttar Pradesh,IT & Software Services,Non-Payment,1-10 Lakh,500000,CPSE,714,1,1,0,10,0.6,35,2,Mutually Settled,143.0
2022,Kerala,IT & Software Services,Quality Dispute Leading to Non-Payment,Above 1 Crore,15000000,Private SME,96,1,0,1,4,0.49,97,0,Mutually Settled,57.0
2019,Punjab,Food Processing,Non-Payment,Below 1 Lakh,50000,PSU,896,0,1,0,10,0.71,29,0,Mutually Settled,42.0
2025,Tamil Nadu,Food Processing,Non-Payment,10-50 Lakh,3000000,Private Large Corp,165,1,1,1,7,0.87,45,0,Mutually Settled,89.0
2022,Haryana,Construction,Quality Dispute Leading to Non-Payment,1-10 Lakh,500000,Private SME,453,1,1,1,7,0.93,15,0,Mutually Settled,165.0
2025,Maharashtra,Food Processing,Partial Payment,Below 1 Lakh,50000,Govt Department,511,1,1,1,1,0.59,3,0,Mutually Settled,108.0
2024,West Bengal,Textile & Apparel,Partial Payment,1-10 Lakh,500000,PSU,695,1,1,0,7,0.64,93,0,Converted to Case - Pending,
2019,Rajasthan,Textile & Apparel,Non-Payment,10-50 Lakh,3000000,Private Large Corp,701,1,0,0,1,0.52,69,0,Disposed - In Favour of Claimant,624.0
2019,Telangana,Food Processing,Partial Payment,Below 1 Lakh,50000,Private SME,678,1,1,0,13,0.84,109,0,Mutually Settled,68.0
2024,Uttarakhand,Auto Components,Quality Dispute Leading to Non-Payment,10-50 Lakh,3000000,Private Large Corp,607,1,1,0,4,0.4,98,1,Disposed - In Favour of Claimant,490.0
2022,Odisha,Manufacturing,Partial Payment,Above 1 Crore,15000000,Govt Department,598,0,1,0,1,0.51,34,0,Converted to Case - Pending,
2017,Bihar,Printing & Packaging,Non-Payment,10-50 Lakh,3000000,PSU,791,1,1,1,5,0.1,106,0,Disposed - In Favour of Claimant,403.0
2025,Karnataka,Textile & Apparel,Non-Payment,1-10 Lakh,500000,Govt Department,611,1,1,1,9,0.41,84,0,Disposed - In Favour of Claimant,583.0
2022,Uttar Pradesh,Electrical & Electronics,Non-Payment,Below 1 Lakh,50000,PSU,857,0,1,0,13,0.53,71,0,Mutually Settled,117.0
2020,Rajasthan,Textile & Apparel,Partial Payment,1-10 Lakh,500000,Govt Department,361,1,1,1,14,0.55,4,1,Mutually Settled,29.0
2022,Haryana,Construction,Non-Payment,1-10 Lakh,500000,Private Large Corp,370,1,0,1,4,0.39,75,0,Mutually Settled,88.0
2024,Kerala,Textile & Apparel,Partial Payment,Above 1 Crore,15000000,Govt Department,892,1,0,1,10,0.42,98,2,Disposed - In Favour of Claimant,281.0
2019,Gujarat,Pharma & Chemicals,Partial Payment,Above 1 Crore,15000000,Private Large Corp,68,1,1,1,13,0.9,19,0,Mutually Settled,137.0
2021,Odisha,Electrical & Electronics,Payment After Due Date,1-10 Lakh,500000,Private Large Corp,268,1,1,1,9,0.49,21,0,Mutually Settled,37.0
2020,Telangana,Manufacturing,Non-Payment,Below 1 Lakh,50000,PSU,651,1,0,1,11,0.29,15,3,Disposed - In Favour of Claimant,261.0
2024,Himachal Pradesh,Textile & Apparel,Payment After Due Date,50 Lakh - 1 Crore,7500000,Govt Department,884,0,1,1,11,0.44,17,2,Mutually Settled,169.0
2023,Kerala,Food Processing,Partial Payment,10-50 Lakh,3000000,Govt Department,833,1,1,1,4,0.44,54,0,Mutually Settled,58.0
2021,Tamil Nadu,Textile & Apparel,Non-Payment,1-10 Lakh,500000,Govt Department,84,0,1,1,2,0.64,37,0,Mutually Settled,60.0
2023,Maharashtra,Printing & Packaging,Contract Breach,1-10 Lakh,500000,Private Large Corp,816,0,0,1,11,0.72,54,0,Converted to Case - Pending,
2021,Maharashtra,Construction,Non-Payment,1-10 Lakh,500000,Private Large Corp,816,0,1,0,6,0.38,22,1,Converted to Case - Pending,
2022,Tamil Nadu,Printing & Packaging,Partial Payment,50 Lakh - 1 Crore,7500000,Private Large Corp,308,1,1,1,8,0.71,8,3,Mutually Settled,156.0
2025,Delhi,Manufacturing,Non-Payment,1-10 Lakh,500000,Private Large Corp,430,1,1,1,7,0.93,11,1,Mutually Settled,155.0
2022,Madhya Pradesh,Manufacturing,Partial Payment,10-50 Lakh,3000000,Govt Department,741,1,0,0,3,0.85,73,0,Mutually Settled,125.0
2025,Bihar,Manufacturing,Partial Payment,Below 1 Lakh,50000,Private Large Corp,456,0,1,1,13,0.77,70,0,Mutually Settled,35.0
2023,Delhi,Construction,Non-Payment,50 Lakh - 1 Crore,7500000,PSU,750,0,1,1,2,0.73,108,0,Mutually Settled,145.0
2019,Maharashtra,Printing & Packaging,Partial Payment,1-10 Lakh,500000,Private SME,627,1,1,0,7,0.59,9,2,Converted to Case - Pending,
2024,Gujarat,IT & Software Services,Partial Payment,1-10 Lakh,500000,Govt Department,513,1,0,1,6,0.93,110,0,Mutually Settled,93.0
2019,Maharashtra,Pharma & Chemicals,Payment After Due Date,Below 1 Lakh,50000,Govt Department,724,0,1,0,3,0.74,79,0,Mutually Settled,148.0
2022,Uttar Pradesh,Manufacturing,Non-Payment,10-50 Lakh,3000000,Private SME,153,1,0,0,2,0.49,117,1,Disposed - In Favour of Claimant,605.0
2022,Karnataka,Auto Components,Non-Payment,1-10 Lakh,500000,Private Large Corp,816,1,1,1,13,0.62,79,0,Mutually Settled,93.0
2024,Maharashtra,Printing & Packaging,Partial Payment,10-50 Lakh,3000000,Private SME,232,1,1,1,6,0.51,2,0,Mutually Settled,30.0
2020,Uttar Pradesh,Printing & Packaging,Non-Payment,1-10 Lakh,500000,Private Large Corp,303,1,1,1,10,0.62,32,0,Mutually Settled,111.0
2024,Gujarat,Food Processing,Partial Payment,Below 1 Lakh,50000,Private Large Corp,809,1,1,1,5,0.89,51,0,Mutually Settled,89.0
2025,Punjab,Engineering & Fabrication,Non-Payment,1-10 Lakh,500000,Private Large Corp,397,1,1,1,12,0.61,37,1,Disposed - In Favour of Claimant,428.0
2018,Rajasthan,Engineering & Fabrication,Non-Payment,10-50 Lakh,3000000,Private Large Corp,552,1,1,1,2,0.49,6,0,Mutually Settled,62.0
2024,Rajasthan,Electrical & Electronics,Payment After Due Date,1-10 Lakh,500000,PSU,321,1,0,1,10,0.86,89,0,Disposed - In Favour of Claimant,358.0
2020,Uttar Pradesh,Construction,Payment After Due Date,1-10 Lakh,500000,Private Large Corp,529,1,1,1,3,0.91,12,0,Mutually Settled,149.0
2018,Uttarakhand,Manufacturing,Partial Payment,10-50 Lakh,3000000,CPSE,328,1,0,0,8,0.49,54,0,Disposed - In Favour of Claimant,606.0
2025,Gujarat,Food Processing,Quality Dispute Leading to Non-Payment,1-10 Lakh,500000,Private SME,641,1,0,1,8,0.95,46,1,Mutually Settled,149.0
2021,Karnataka,Manufacturing,Payment After Due Date,Below 1 Lakh,50000,CPSE,832,0,0,1,12,0.84,33,0,Mutually Settled,56.0
2023,West Bengal,Manufacturing,Partial Payment,1-10 Lakh,500000,Private SME,740,0,1,1,10,0.54,18,0,Converted to Case - Pending,
2022,Karnataka,Food Processing,Contract Breach,Below 1 Lakh,50000,CPSE,364,0,1,1,3,0.89,38,0,Mutually Settled,93.0
2020,Odisha,Food Processing,Partial Payment,10-50 Lakh,3000000,Private Large Corp,770,1,1,1,3,0.4,59,2,Mutually Settled,170.0
2023,Uttar Pradesh,Pharma & Chemicals,Partial Payment,1-10 Lakh,500000,PSU,600,1,1,0,8,0.55,7,0,Disposed - In Favour of Claimant,364.0
2018,Rajasthan,Textile & Apparel,Non-Payment,1-10 Lakh,500000,Private Large Corp,513,1,1,0,13,0.43,105,0,Disposed - In Favour of Claimant,471.0
2020,Maharashtra,Engineering & Fabrication,Quality Dispute Leading to Non-Payment,10-50 Lakh,3000000,Govt Department,690,0,1,0,11,0.45,83,0,Disposed - In Favour of Claimant,573.0
2025,Delhi,Textile & Apparel,Non-Payment,1-10 Lakh,500000,Private SME,420,0,1,0,14,0.82,88,1,Disposed - In Favour of Claimant,698.0
2025,Tamil Nadu,Electrical & Electronics,Non-Payment,10-50 Lakh,3000000,PSU,761,1,0,0,9,0.65,94,0,Mutually Settled,91.0
2022,Gujarat,Food Processing,Non-Payment,Below 1 Lakh,50000,Private Large Corp,669,1,1,1,13,0.43,111,0,Mutually Settled,125.0
2019,Karnataka,Construction,Non-Payment,10-50 Lakh,3000000,PSU,234,1,1,0,6,0.53,15,0,Disposed - In Favour of Claimant,575.0
2021,Karnataka,Electrical & Electronics,Non-Payment,10-50 Lakh,3000000,Private Large Corp,235,0,1,1,13,0.52,86,3,Converted to Case - Pending,
2024,Maharashtra,Food Processing,Payment After Due Date,10-50 Lakh,3000000,Govt Department,119,1,1,1,13,0.7,1,3,Mutually Settled,118.0
2018,Haryana,Textile & Apparel,Partial Payment,50 Lakh - 1 Crore,7500000,PSU,546,0,1,0,4,1.0,46,0,Mutually Settled,86.0
2019,Delhi,IT & Software Services,Non-Payment,10-50 Lakh,3000000,Private SME,748,1,1,1,14,0.69,32,0,Converted to Case - Pending,
2024,Gujarat,IT & Software Services,Payment After Due Date,50 Lakh - 1 Crore,7500000,CPSE,195,1,1,0,10,0.7,49,0,Mutually Settled,107.0
2021,Rajasthan,Engineering & Fabrication,Partial Payment,1-10 Lakh,500000,Private Large Corp,851,0,1,1,3,0.96,94,1,Mutually Settled,99.0
2018,Haryana,Auto Components,Partial Payment,1-10 Lakh,500000,CPSE,137,0,1,1,14,0.54,95,1,Disposed - In Favour of Claimant,344.0
2019,Karnataka,Construction,Non-Payment,Above 1 Crore,15000000,CPSE,697,0,1,1,3,0.92,10,2,Mutually Settled,24.0
2024,Uttar Pradesh,Manufacturing,Quality Dispute Leading to Non-Payment,50 Lakh - 1 Crore,7500000,Govt Department,660,1,1,1,6,0.57,17,0,Mutually Settled,118.0
2022,Tamil Nadu,Printing & Packaging,Non-Payment,10-50 Lakh,3000000,Private SME,759,0,1,1,2,0.58,20,0,Disposed - In Favour of Claimant,431.0
2019,Delhi,Electrical & Electronics,Non-Payment,1-10 Lakh,500000,Private Large Corp,285,1,1,0,13,0.58,51,0,Mutually Settled,179.0
2024,Jharkhand,Food Processing,Non-Payment,50 Lakh - 1 Crore,7500000,CPSE,106,1,0,1,8,0.63,117,0,Mutually Settled,77.0
2024,Punjab,IT & Software Services,Payment After Due Date,1-10 Lakh,500000,PSU,656,1,1,0,6,0.62,22,0,Mutually Settled,65.0
2017,Maharashtra,Auto Components,Partial Payment,1-10 Lakh,500000,CPSE,861,1,1,1,13,0.72,20,0,Mutually Settled,22.0
2022,Rajasthan,Construction,Non-Payment,10-50 Lakh,3000000,Private Large Corp,281,1,1,1,6,0.57,65,1,Disposed - In Favour of Claimant,329.0
2020,Kerala,Construction,Non-Payment,Below 1 Lakh,50000,Private SME,277,0,1,1,6,0.67,4,0,Disposed - In Favour of Claimant,468.0
2022,Maharashtra,IT & Software Services,Partial Payment,1-10 Lakh,500000,PSU,274,1,1,1,6,0.33,119,1,Disposed - In Favour of Claimant,453.0
2020,Himachal Pradesh,Printing & Packaging,Partial Payment,10-50 Lakh,3000000,Private Large Corp,801,1,1,1,9,0.81,93,0,Mutually Settled,106.0
2020,Jharkhand,Auto Components,Non-Payment,1-10 Lakh,500000,CPSE,776,1,0,0,7,0.88,54,2,Mutually Settled,69.0
2022,Maharashtra,Pharma & Chemicals,Payment After Due Date,Above 1 Crore,15000000,Govt Department,353,1,1,1,1,0.69,108,1,Mutually Settled,104.0
2022,Jharkhand,Printing & Packaging,Contract Breach,Above 1 Crore,15000000,Private SME,603,0,1,0,3,0.8,92,1,Disposed - In Favour of Claimant,664.0
2021,Uttar Pradesh,Textile & Apparel,Non-Payment,50 Lakh - 1 Crore,7500000,PSU,101,1,1,1,5,0.48,65,2,Mutually Settled,34.0
2019,Andhra Pradesh,Construction,Partial Payment,Above 1 Crore,15000000,CPSE,330,1,1,0,12,0.95,51,0,Mutually Settled,46.0
2025,Uttar Pradesh,Auto Components,Non-Payment,10-50 Lakh,3000000,Govt Department,263,1,1,1,2,0.69,11,0,Mutually Settled,127.0
2019,Rajasthan,IT & Software Services,Payment After Due Date,10-50 Lakh,3000000,Private Large Corp,374,1,1,0,13,0.33,106,0,Disposed - In Favour of Claimant,532.0
2023,Punjab,Construction,Non-Payment,50 Lakh - 1 Crore,7500000,Private SME,224,1,1,1,3,0.89,27,1,Mutually Settled,145.0
2018,Madhya Pradesh,Printing & Packaging,Non-Payment,1-10 Lakh,500000,Private Large Corp,172,1,1,1,10,0.79,104,2,Mutually Settled,51.0
2023,Maharashtra,Manufacturing,Payment After Due Date,1-10 Lakh,500000,Private SME,280,1,1,1,11,1.0,26,0,Mutually Settled,90.0
2018,Delhi,Manufacturing,Payment After Due Date,10-50 Lakh,3000000,Private Large Corp,270,0,1,1,3,0.98,82,0,Mutually Settled,62.0
2020,Gujarat,Construction,Non-Payment,10-50 Lakh,3000000,PSU,781,1,1,0,2,0.92,17,0,Mutually Settled,94.0
2023,Tamil Nadu,Auto Components,Non-Payment,10-50 Lakh,3000000,Govt Department,376,1,0,0,1,0.74,42,0,Disposed - In Favour of Claimant,484.0
2020,Uttar Pradesh,Auto Components,Non-Payment,10-50 Lakh,3000000,Govt Department,74,1,1,1,6,0.79,48,1,Mutually Settled,86.0
2022,Rajasthan,Electrical & Electronics,Partial Payment,10-50 Lakh,3000000,Govt Department,232,0,1,1,4,0.43,33,0,Converted to Case - Pending,
2019,Tamil Nadu,Textile & Apparel,Payment After Due Date,10-50 Lakh,3000000,Private SME,821,1,1,1,11,0.59,103,0,Disposed - In Favour of Claimant,717.0
2020,Maharashtra,Electrical & Electronics,Partial Payment,1-10 Lakh,500000,Private Large Corp,838,1,0,1,7,1.0,119,3,Mutually Settled,32.0
2023,Gujarat,Electrical & Electronics,Partial Payment,Below 1 Lakh,50000,PSU,769,1,0,1,13,0.3,61,0,Disposed - In Favour of Claimant,399.0
2018,Maharashtra,Textile & Apparel,Payment After Due Date,10-50 Lakh,3000000,Private Large Corp,194,0,1,1,12,0.71,106,0,Disposed - In Favour of Claimant,152.0
2019,Rajasthan,IT & Software Services,Partial Payment,Below 1 Lakh,50000,PSU,49,1,1,1,5,0.64,113,0,Mutually Settled,25.0
2020,Uttarakhand,Manufacturing,Partial Payment,Above 1 Crore,15000000,Private Large Corp,337,1,1,1,7,0.82,29,2,Disposed - In Favour of Claimant,689.0
2017,Maharashtra,IT & Software Services,Partial Payment,50 Lakh - 1 Crore,7500000,Govt Department,728,1,1,1,11,0.69,63,0,Mutually Settled,129.0
2018,Jharkhand,Electrical & Electronics,Quality Dispute Leading to Non-Payment,10-50 Lakh,3000000,Private Large Corp,778,1,1,1,6,0.89,37,1,Mutually Settled,106.0
2020,West Bengal,Auto Components,Non-Payment,Above 1 Crore,15000000,Private SME,128,1,1,1,9,0.65,56,0,Disposed - In Favour of Claimant,632.0
2018,Punjab,Textile & Apparel,Non-Payment,10-50 Lakh,3000000,Private Large Corp,199,1,1,1,8,0.8,105,0,Mutually Settled,176.0
2024,Punjab,Printing & Packaging,Non-Payment,Below 1 Lakh,50000,Private Large Corp,849,1,1,1,11,0.72,16,0,Mutually Settled,110.0
2018,Telangana,Food Processing,Payment After Due Date,10-50 Lakh,3000000,PSU,521,1,0,1,6,0.59,56,0,Mutually Settled,71.0
2024,Maharashtra,Food Processing,Non-Payment,1-10 Lakh,500000,Private Large Corp,726,0,0,1,11,0.56,42,0,Converted to Case - Pending,
2024,Karnataka,Engineering & Fabrication,Non-Payment,1-10 Lakh,500000,Private Large Corp,376,1,1,1,8,0.91,24,0,Mutually Settled,57.0
2019,Haryana,Construction,Contract Breach,1-10 Lakh,500000,Private SME,394,0,1,1,13,0.77,69,0,Mutually Settled,65.0
2017,Delhi,Pharma & Chemicals,Quality Dispute Leading to Non-Payment,10-50 Lakh,3000000,PSU,351,1,1,1,9,0.85,31,0,Mutually Settled,116.0
2018,Telangana,Pharma & Chemicals,Contract Breach,1-10 Lakh,500000,Private Large Corp,513,1,1,1,10,0.9,99,0,Mutually Settled,98.0
2022,Maharashtra,Printing & Packaging,Non-Payment,1-10 Lakh,500000,Private Large Corp,822,1,1,1,9,0.55,11,0,Mutually Settled,170.0
2023,Haryana,Engineering & Fabrication,Quality Dispute Leading to Non-Payment,1-10 Lakh,500000,PSU,773,0,1,1,5,0.6,2,0,Mutually Settled,127.0
2023,Karnataka,Manufacturing,Non-Payment,10-50 Lakh,3000000,Govt Department,732,1,1,0,11,0.58,85,0,Disposed - In Favour of Claimant,633.0
2022,Uttar Pradesh,Printing & Packaging,Non-Payment,1-10 Lakh,500000,Private Large Corp,158,0,1,1,10,0.86,71,3,Disposed - In Favour of Claimant,338.0
2019,Tamil Nadu,Electrical & Electronics,Non-Payment,1-10 Lakh,500000,Private Large Corp,214,0,1,1,12,0.67,78,1,Mutually Settled,179.0
2024,Delhi,Printing & Packaging,Partial Payment,10-50 Lakh,3000000,Private Large Corp,314,0,1,1,1,0.69,81,1,Mutually Settled,35.0
2021,Kerala,Food Processing,Non-Payment,1-10 Lakh,500000,CPSE,743,1,0,0,8,0.44,98,1,Mutually Settled,53.0
2025,Rajasthan,Pharma & Chemicals,Partial Payment,Below 1 Lakh,50000,PSU,382,1,0,1,5,0.81,35,1,Mutually Settled,93.0
2021,Telangana,Manufacturing,Payment After Due Date,1-10 Lakh,500000,Private Large Corp,799,1,1,0,4,0.82,62,2,Mutually Settled,40.0
2020,Uttar Pradesh,Construction,Non-Payment,10-50 Lakh,3000000,PSU,231,1,1,1,6,0.76,54,0,Mutually Settled,149.0
2024,Maharashtra,Electrical & Electronics,Non-Payment,50 Lakh - 1 Crore,7500000,Private SME,776,1,1,1,7,0.68,69,0,Disposed - In Favour of Claimant,369.0
2022,Maharashtra,Construction,Non-Payment,Above 1 Crore,15000000,Private Large Corp,403,1,1,1,13,0.86,51,0,Mutually Settled,140.0
2023,Maharashtra,Food Processing,Quality Dispute Leading to Non-Payment,10-50 Lakh,3000000,PSU,367,1,1,1,9,0.64,80,2,Mutually Settled,48.0
2021,Uttar Pradesh,Engineering & Fabrication,Non-Payment,1-10 Lakh,500000,Private SME,299,1,1,1,8,0.93,81,0,Mutually Settled,109.0
2024,Tamil Nadu,Construction,Non-Payment,1-10 Lakh,500000,Private Large Corp,206,1,1,0,11,0.79,113,1,Mutually Settled,110.0
2024,Haryana,Engineering & Fabrication,Non-Payment,Below 1 Lakh,50000,CPSE,498,0,1,1,3,0.4,9,0,Disposed - In Favour of Claimant,401.0
